Redaction,Release Date,Title,Type,Video Pairing,PDF Pairing,Description Blurb,DVIDS Video ID,Video Title,Agency,Incident Date,Incident Location,PDF | Image Link,Modal Image,Image Alt Text,Image VIRIN,,,,,,,,,,,
TRUE,5/22/26,"DOW-UAP-PR062, ""Spherical UAP [CALLSIGN] 2021/04/12 vid 1""",VID,,,"On March 6, 2026, eight members of the U.S. House of Representatives requested access to 51 potentially UAP-related records allegedly held by the Department of War and the Intelligence Community. The All-domain Anomaly Resolution Office (AARO) identified a collection of responsive materials held on a classified network. Many of these materials lack a substantiated chain-of-custody.

AARO assesses that this video, whose uploader-defined title is, “Spherical UAP [CALLSIGN] 2021/04/12 vid 1,” is likely derived from a full-motion video camera and an infrared sensor aboard a U.S. military platform operating within the United States Central Command area of responsibility in 2021. A user uploaded this video to a classified network in May 2024.

Video Duration: 00:04:49
Video Description:
00:00-04:49: The sensor pans and cycles zoom levels to track an area of contrast, keeping it generally within the center of the sensor field-of-view.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1007739,,Department of War,2021,CENTCOM,,,,,,,,,,,,,,,
TRUE,5/22/26,"DOW-UAP-PR063, ""Spherical UAP [CALLSIGN] 2021/04/12 vid 2""",VID,,,"On March 6, 2026, eight members of the U.S. House of Representatives requested access to 51 potentially UAP-related records allegedly held by the Department of War and the Intelligence Community. The All-domain Anomaly Resolution Office (AARO) identified a collection of responsive materials held on a classified network. Many of these materials lack a substantiated chain-of-custody.

AARO assesses that this video, whose uploader-defined title is, “Spherical UAP [CALLSIGN] 2021/04/12 vid 2,” is likely derived from a full-motion video camera and an infrared sensor aboard a U.S. military platform operating within the United States Central Command area of responsibility in 2021. A user uploaded this video to a classified network in May 2024.

Video Duration: 00:04:49
Video Description:
00:00-00:49: The sensor pans to track an area of contrast, keeping it generally within the center of the sensor field-of-view.
00:50: The sensor pans away from the area of contrast.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1007740,,Department of War,2021,CENTCOM,,,,,,,,,,,,,,,
TRUE,5/22/26,"DOW-UAP-PR064, ""AFSOC Kabul UAP Jul 2017""",VID,,,"On March 6, 2026, eight members of the U.S. House of Representatives requested access to 51 potentially UAP-related records allegedly held by the Department of War and the Intelligence Community. The All-domain Anomaly Resolution Office (AARO) identified a collection of responsive materials held on a classified network. Many of these materials lack a substantiated chain-of-custody.

AARO assesses that this video, whose uploader-defined title is, “AFSOC Kabul UAP Jul 2017,” is likely derived from an infrared sensor aboard a U.S. military platform operating within the United States Central Command area of responsibility. A user uploaded this video to a classified network in June 2024.

Video Duration: 00:00:17
Video Description:
00:00-00:13: No content.
00:14-00:15: An area of contrast moves into the sensor field-of-view from the left edge and moves to the right edge out of the field-of-view.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1007741,,Department of War,,CENTCOM,,,,,,,,,,,,,,,
TRUE,5/22/26,"DOW-UAP-PR065, ""USCG C-144 Tyndall UAP 2 TIC TAC IR hot 24 April 2024""",VID,,,"On March 6, 2026, eight members of the U.S. House of Representatives requested access to 51 potentially UAP-related records allegedly held by the Department of War and the Intelligence Community. The All-domain Anomaly Resolution Office (AARO) identified a collection of responsive materials held on a classified network. Many of these materials lack a substantiated chain-of-custody.

AARO assesses that this video, whose uploader-defined title is, “USCG C-144 Tyndall UAP 2 TIC TAC IR hot 24 April 2024,” is likely derived from an infrared sensor aboard a U.S. Coast Guard platform operating in the Southeastern United States in 2024. A user uploaded this video to a classified network in June 2024.

Video Duration: 00:00:38
Video Description:
00:00-00:32: A sensor pans to keep an area of contrast in its field-of-view.
00:33: The sensor pans to the left causing the area of contrast to leave the field-of-view on the right side of the frame.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1007777,,Department of War,2024,Southeastern United States,,,,,,,,,,,,,,,
TRUE,5/22/26,"DOW-UAP-PR066, ""USCG C-144 Tyndall UAP 1 TIC TAC IR hot 24 April 2024""",VID,,,"On March 6, 2026, eight members of the U.S. House of Representatives requested access to 51 potentially UAP-related records allegedly held by the Department of War and the Intelligence Community. The All-domain Anomaly Resolution Office (AARO) identified a collection of responsive materials held on a classified network. Many of these materials lack a substantiated chain-of-custody.

AARO assesses that this video, whose uploader-defined title is, “USCG C-144 Tyndall UAP 1 TIC TAC IR hot 24 April 2024,” is likely derived from an infrared sensor aboard a U.S. Coast Guard platform operating in the Southeastern United States in 2024. A user uploaded this video to a classified network in June 2024.

Video Duration: 00:00:48
Video Description:
00:09-00:15: An area of contrast appears from the upper right side of the screen. The sensor does not pan to track the area of contrast, causing it to leave the field-of-view on the left side of the frame. 
00:33-00:48: An area of contrast enters the field-of-view from the lower right side of the screen and leaves the field-of-view on the lower left side of the screen. The sensor pans to the left, but is unable to track the area of contrast.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1007778,,Department of War,2024,Southeastern United States,,,,,,,,,,,,,,,
TRUE,5/22/26,"DOW-UAP-PR067, ""Multiple Spherical UAP USO near Sub. [CALLSIGN] 2022/03/25 in and out of water""",VID,,,"On March 6, 2026, eight members of the U.S. House of Representatives requested access to 51 potentially UAP-related records allegedly held by the Department of War and the Intelligence Community. The All-domain Anomaly Resolution Office (AARO) identified a collection of responsive materials held on a classified network. Many of these materials lack a substantiated chain-of-custody.

AARO assesses that this video, whose uploader-defined title is, “Multiple Spherical UAP USO near Sub. [CALLSIGN] 2022/03/25 in and out of water,” is likely derived from an infrared sensor aboard a U.S. military platform. A user uploaded this video to a classified network in May 2024.

Video Duration: 00:04:50
Video Description:
00:45-00:56: An area of contrast enters the field-of-view from the bottom left side of the screen and moves to the bottom right of the screen. The sensor pans to track the area of contrast. 
00:57-01:10: A second area of contrast enters the field-of-view from the bottom right side of the screen. The sensor pans to keep both objects in its field-of-view, but the second object briefly leaves the field of view off the right side of the screen. The first area of contrast leaves the field-of-view off the right side of the frame, and the sensor pans to continue tracking the second object, which then appears from the middle of the left side of the frame.
01:11-01:35: The sensor continues to pan to track the second area of contrast.
01:36: The sensor zooms out, losing view of the second area of contrast.
02:11-03:05: An area of contrast enters the field-of-view from the lower right side of the screen, moves off the left side of the screen, and the sensor pans to track it. The area of contrast reenters the field-of-view from the lower right side of the screen and the sensor continues to pan to track it.
04:09-04:37: An area of contrast enters the field-of-view from the right side of the screen, crosses the field-of-view, and the sensor pans to track it.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1007779,,Department of War,,,,,,,,,,,,,,,,,
TRUE,5/22/26,"DOW-UAP-PR068, ""IIR 1 666 S0151 23/Video Footage of Unidentified Aerial Phenomenon (UAP) captured by fifth generation aircraft on 20 Jan 23""",VID,,,"On March 6, 2026, eight members of the U.S. House of Representatives requested access to 51 potentially UAP-related records allegedly held by the Department of War and the Intelligence Community. The All-domain Anomaly Resolution Office (AARO) identified a collection of responsive materials held on a classified network. Many of these materials lack a substantiated chain-of-custody.

AARO assesses that this video, whose uploader-defined title is, “IIR 1 666 S0151 23/Video Footage of Unidentified Aerial Phenomenon (UAP) captured by fifth generation aircraft on 20 Jan 23,” is likely derived from an infrared sensor aboard a U.S. military platform operating within the United States Northern Command area of responsibility in 2023. A user uploaded this video to a classified network in July 2023.

Video Duration: 00:01:03
Video Description:
00:00-00:31: A sensor tracks an area of contrast, keeping it generally within the center of the field-of-view.
00:32-01:03: The area of contrast briefly moves in and out of the field-of-view from the top of the frame as the sensor pans to track it.
00:48: A second area of contrast becomes visible in the upper right quarter of the screen.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1007780,,Department of War,2023,NORTHCOM,,,,,,,,,,,,,,,
TRUE,5/22/26,"DOW-UAP-PR069, ""F/A-18 FLIR UAP""",VID,,,"On March 6, 2026, eight members of the U.S. House of Representatives requested access to 51 potentially UAP-related records allegedly held by the Department of War and the Intelligence Community. The All-domain Anomaly Resolution Office (AARO) identified a collection of responsive materials held on a classified network. Many of these materials lack a substantiated chain-of-custody.

AARO assesses that this video, whose uploader-defined title is, “F/A-18 FLIR UAP,” is likely derived from an infrared sensor aboard a U.S. military platform operating within the United States Northern Command area of responsibility in 2022. A user uploaded this video to a classified network in July 2023.

Video Duration: 00:00:29
Video Description: A sensor pans to track an area of contrast. At the 14 second mark, a reticle surrounds the area of contrast. At the 27 second mark, the reticle loses its track on the area of contrast.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1007781,,Department of War,,NORTHCOM,,,,,,,,,,,,,,,
TRUE,5/22/26,"DOW-UAP-PR070, ""IIR 1 655 S0301 23/Eglin AFB Aircrew Observed Unidentified Aerial Phenomena (UAP) on 13 Feb 23""",VID,,,"On March 6, 2026, eight members of the U.S. House of Representatives requested access to 51 potentially UAP-related records allegedly held by the Department of War and the Intelligence Community. The All-domain Anomaly Resolution Office (AARO) identified a collection of responsive materials held on a classified network. Many of these materials lack a substantiated chain-of-custody.

AARO assesses that this video, whose uploader-defined title is, “IIR 1 655 S0301 23/Eglin AFB Aircrew Observed Unidentified Aerial Phenomena (UAP) on 13 Feb 23,” is likely derived from an infrared sensor aboard a U.S. military platform operating within the United States Northern Command area of responsibility in 2023. A user uploaded this video to a classified network in March 2023.

Video Duration: 00:00:30
Video Description: A sensor pans to keep an area of contrast in the center of its field-of-view, cycling contrast modes multiple times. At the 22 second mark, the area of contrast loses distinctiveness against the background.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1007783,,Department of War,2023,Southeastern United States,,,,,,,,,,,,,,,
TRUE,5/22/26,"DOW-UAP-PR071, ""USAF ANG F-16C (callsign [CALLSIGN]) Shoots Down UAP over Lake Huron with [Weapon System], 12 Feb 2023""",VID,,,"On March 6, 2026, eight members of the U.S. House of Representatives requested access to 51 potentially UAP-related records allegedly held by the Department of War and the Intelligence Community. The All-domain Anomaly Resolution Office (AARO) identified a collection of responsive materials held on a classified network. Many of these materials lack a substantiated chain-of-custody.

AARO assesses that this video, whose uploader-defined title is, “USAF ANG F-16C (callsign [CALLSIGN]) Shoots Down UAP over Lake Huron with [Weapon System], 12 Feb 2023,” is likely derived from an infrared sensor aboard a U.S. military platform operating within the United States Northern Command area of responsibility in 2023. A user uploaded this video to a classified network in February 2023.

Video Duration: 00:00:46
Video Description: At the 11 second mark, the sensor focuses on an area of contrast in the center of its field-of-view. At the 20 second mark, the footage appears to depict a kinetic interaction between two distinct areas of contrast, with the initial subject of the footage fragmenting in a radial displacement pattern that suggests a high-energy event.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1007784,,Department of War,2023,NORTHCOM,,,,,,,,,,,,,,,
,5/22/26,"DOW-UAP-PR072, ""ADMINISTRATIVE REVISION: IIR 1777 J0032 22 Kazakhstan - UAP in the vicinity of Karaganda International Airport""",VID,,,"On March 6, 2026, eight members of the U.S. House of Representatives requested access to 51 potentially UAP-related records allegedly held by the Department of War and the Intelligence Community. The All-domain Anomaly Resolution Office (AARO) identified a collection of responsive materials held on a classified network. Many of these materials lack a substantiated chain-of-custody.

AARO assesses that this video, whose uploader-defined title is, “ADMINISTRATIVE REVISION: IIR 1777 J0032 22 Kazakhstan - UAP in the vicinity of Karaganda International Airport,” is likely derived from a commercially available cellular device’s rear-facing camera in March 2022. A user uploaded this video to a classified network in April 2023. 

Video Duration: 00:00:17
Video Description: This media was digitally altered prior to its upload to a classified network, and is presented as received.

00:00-00:03: No Content.
00:04-00:12: The video fades in from black to show a luminous phenomenon with trails of diminishing brightness extending from the center. The camera pans left and right, and zooms in on the phenomenon.
00:13: Video fades to black.
00:14-00:17: No content.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1007788,,Department of War,2022,Kazakhstan,,,,,,,,,,,,,,,
TRUE,5/22/26,"DOW-UAP-PR073, IIR 1 655 S0053 23/Several Unidentified Aerial Phenomenon Encountered In The Vicinity of Columbus OH""",VID,,,"On March 6, 2026, eight members of the U.S. House of Representatives requested access to 51 potentially UAP-related records allegedly held by the Department of War and the Intelligence Community. The All-domain Anomaly Resolution Office (AARO) identified a collection of responsive materials held on a classified network. Many of these materials lack a substantiated chain-of-custody.

AARO assesses that this video, whose uploader-defined title is, “IIR 1 655 S0053 23/Several Unidentified Aerial Phenomenon Encountered In The Vicinity of Columbus OH,” is likely derived from an infrared sensor aboard a U.S. military platform operating within the United States Northern Command area of responsibility in November 2022. A user uploaded this video to a classified network in March 2023.

Video Duration: 00:01:28
Video Description:
00:00-00:04: No content.
00:05-00:07: The sensor pans to center a small area of contrast within its field-of-view.
00:11-00:37: The sensor cycles contrast modes and zoom levels while the area of contrast remains generally within the sensor field-of-view.
00:38-00:41: The orientation of the sensor relative to the area of contrast causes the area of contrast to appear to rotate.
00:42-01:14: A second area of contrast enters the frame from near the center of the top of the screen. It transits the sensor field-of-view, before becoming obscured by a redacted visual element of the sensor display.
01:17: The initial area of contrast loses distinctiveness against the background.
01:20: The sensor rotates, causing the second area of contrast to re-enter the scene before exiting the frame at the center of the top of the screen.
01:23-01:28: No content.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1007790,,Department of War,2022,Midwestern United States,,,,,,,,,,,,,,,
TRUE,5/22/26,"DOW-UAP-PR074, ""[CALLSIGN] (Mission)HD_20220613""",VID,,,"On March 6, 2026, eight members of the U.S. House of Representatives requested access to 51 potentially UAP-related records allegedly held by the Department of War and the Intelligence Community. The All-domain Anomaly Resolution Office (AARO) identified a collection of responsive materials held on a classified network. Many of these materials lack a substantiated chain-of-custody.

AARO assesses that this video, whose uploader-defined title is, “[CALLSIGN] (Mission) HD_20220613,” is likely derived from an infrared sensor aboard a U.S. military platform operating in the United States Central Command area of responsibility in June 2022. A user uploaded this video to a classified network in June 2022.

Video Duration: 00:04:45
Video Description:
00:00-00:10: The sensor pans from right to left tracking an area of contrast moving towards the center of the field-of-view, before losing distinctiveness against the background.
00:11-00:14: The sensor zooms in. An area of contrast transits the sensor field-of-view, entering from the right and exiting from the left side of the frame.
00:15-00:43: The sensor zooms out to track an area of contrast.  
00:44-00:47: The sensor zooms in. An area of contrast transits the sensor field-of-view, entering from the right and exiting from the left side of the frame.
00:48-01:05: The sensor cycles its zoom settings multiple times.
01:06-01:13: A small area of contrast transits from the right to the center of the sensor field-of-view.
01:14-01:18: The sensor zooms in on an area of contrast. The area of contrast transits from the right to the center of the frame while the sensor pans up.
01:19-02:05: The sensor zooms and pans to track the area of contrast until it exits the field-of-view at the top of the display.
02:06-03:42: No content.
03:43-03:47: Several areas of contrast become visible near the center of the sensor field-of-view.
03:48-03:50: No content.
03:51-04:00: Four small areas of contrast become visible in the center of the sensor field-of-view. The sensor pans to track the areas of contrast.
04:01-04:21: The sensor cycles its zoom level out and pans to the right to track an area of contrast in the bottom right of the field-of-view.
04:22-04:39: The sensor cycles its zoom level to focus on an area of contrast multiple times.
04:40-04:43: The sensor switches modalities and refocuses on an area of contrast centered in its field-of-view.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1007791,,Department of War,2022,CENTCOM,,,,,,,,,,,,,,,
TRUE,5/22/26,"DOW-UAP-PR075, ""09JUN2021 [Platform] observed UAP in the ECS""",VID,,,"On March 6, 2026, eight members of the U.S. House of Representatives requested access to 51 potentially UAP-related records allegedly held by the Department of War and the Intelligence Community. The All-domain Anomaly Resolution Office (AARO) identified a collection of responsive materials held on a classified network. Many of these materials lack a substantiated chain-of-custody.

AARO assesses that this video, whose uploader-defined title is, “09JUN2021 [Platform] observed UAP in the ECS,” is likely derived from an infrared sensor aboard a U.S. military platform operating above the East China Sea in 2021. A user uploaded this video to a classified network in June 2021.

Video Duration: 00:00:23
Video Description:
00:01-00:18: The sensor pans to track an area of contrast. At the 18 second mark, the sensor loses sight of the object.
00:19-00:23: No content.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1007795,,Department of War,2021,East China Sea,,,,,,,,,,,,,,,
TRUE,5/22/26,"DOW-UAP-PR076, ""03 January 2021 [CALLSIGN] (Mission) observes UAP""",VID,,,"On March 6, 2026, eight members of the U.S. House of Representatives requested access to 51 potentially UAP-related records allegedly held by the Department of War and the Intelligence Community. The All-domain Anomaly Resolution Office (AARO) identified a collection of responsive materials held on a classified network. Many of these materials lack a substantiated chain-of-custody.

AARO assesses that this video, whose uploader-defined title is “03 January 2021 [CALLSIGN] (Mission) observes UAP,” is likely derived from an infrared sensor aboard a U.S. military platform operating within the United States Central Command area of responsibility in January 2021. A user uploaded this video to a classified network in January 2021.

Video Duration: 00:04:57
Video Description:
00:00-01:51: No content.
01:52-02:48: An area of contrast becomes visible near the center of the top half of the frame. The sensor pans to track the area of contrast, keeping it generally within the center of the field-of-view.
02:49-02:55: The sensor zooms in. The area of contrast exits the frame in the bottom left of the display.
02:55-04:57: No content.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1007804,,Department of War,2021,CENTCOM,,,,,,,,,,,,,,,
TRUE,5/22/26,"DOW-UAP-PR077, ""2 November 2020 [CALLSIGN] [CALLSIGN] Observes and tracks UAP 1 of 2""",VID,,,"On March 6, 2026, eight members of the U.S. House of Representatives requested access to 51 potentially UAP-related records allegedly held by the Department of War and the Intelligence Community. The All-domain Anomaly Resolution Office (AARO) identified a collection of responsive materials held on a classified network. Many of these materials lack a substantiated chain-of-custody.

AARO assesses that this video, whose uploader-defined title is “2 November 2020 [CALLSIGN] [CALLSIGN] Observes and tracks UAP 1 of 2,” is likely derived from an infrared sensor aboard a U.S. military platform operating within the United States Central Command area of responsibility in November 2020. A user uploaded this video to a classified network in November 2020.

Video Duration: 00:04:58
Video Description:
00:00-03:21: The sensor pans to keep a low area of contrast within the center of the field-of-view. The relative intensity of the area of contrast increases throughout the video.
03:15-03:17: A second area of contrast transits the top right corner of the sensor field-of-view.
03:22-04:58: The sensor pans from the first area of contrast to the second area of contrast and pans to keep it within the field-of-view.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.

AARO Comment: DOW-UAP-PR077 and DOW-UAP-PR078 are not duplicates. Both videos depict highly similar subject matter, but are distinct.",1007809,,Department of War,2020,CENTCOM,,,,,,,,,,,,,,,
TRUE,5/22/26,"DOW-UAP-PR078, ""2 November 2020 [CALLSIGN] [CALLSIGN] Observes and tracks UAP 2 of 2""",VID,,,"On March 6, 2026, eight members of the U.S. House of Representatives requested access to 51 potentially UAP-related records allegedly held by the Department of War and the Intelligence Community. The All-domain Anomaly Resolution Office (AARO) identified a collection of responsive materials held on a classified network. Many of these materials lack a substantiated chain-of-custody.

AARO assesses that this video, whose uploader-defined title is, “2 November 2020 [CALLSIGN] [CALLSIGN] Observes and tracks UAP 2 of 2,” is likely derived from an infrared sensor aboard a U.S. military platform operating within the United States Central Command area of responsibility in November 2020. A user uploaded this video to a classified network in November 2020.

Video Duration: 00:04:58
Video Description:
00:00-03:21: The sensor pans to keep a low area of contrast within the center of the field-of-view. The relative intensity of the area of contrast increases throughout the video.
03:15-03:17: A second area of contrast transits the top right corner of the sensor field-of-view.
03:22-04:58: The sensor pans from the first area of contrast to the second area of contrast and pans to keep it within the field-of-view.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.

AARO Comment: DOW-UAP-PR077 and DOW-UAP-PR078 are not duplicates. Both videos depict highly similar subject matter, but are distinct.",1007812,,Department of War,2020,CENTCOM,,,,,,,,,,,,,,,
TRUE,5/22/26,"DOW-UAP-PR079, ""29 October 2020 [CALLSIGN] (Mission) observes 3 fast moving UAP's""",VID,,,"On March 6, 2026, eight members of the U.S. House of Representatives requested access to 51 potentially UAP-related records allegedly held by the Department of War and the Intelligence Community. The All-domain Anomaly Resolution Office (AARO) identified a collection of responsive materials held on a classified network. Many of these materials lack a substantiated chain-of-custody.

AARO assesses that this video, whose uploader-defined title is, “29 October 2020 [CALLSIGN] (Mission) observes 3 fast moving UAP’s,” is likely derived from an infrared sensor aboard a U.S. military platform operating within the United States Central Command area of responsibility in October 2020. A user uploaded this video to a classified network in October 2020.

Video Duration: 00:04:00
Video Description:
00:02-00:22: The sensor pans to track an area of contrast.
00:23-00:28: The sensor zooms in.
00:29-01:01: The sensor zooms out, panning to track an area of contrast.
01:02-01:17: A second area of contrast enters the frame from the top left quarter of the screen. Both remain in the frame for approximately 15 seconds.
01:18-1:41: The sensor pans to track the second area of contrast, causing the first to exit the frame at the bottom of the screen. The area of contrast remains generally within the center of the sensor field-of-view.
01:42-1:58: The sensor pans and cycles its zoom level multiple times. No content.
01:59-02:58: The sensor pans to track an area of contrast. The area of contrast becomes increasingly indistinct against the background.
02:59-04:00: The sensor pans and cycles its zoom level multiple times. No content.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1007816,,Department of War,2020,CENTCOM,,,,,,,,,,,,,,,
TRUE,5/22/26,"DOW-UAP-PR080, ""20 October 2020 [CALLSIGN] [CALLSIGN] Observes UAP""",VID,,,"On March 6, 2026, eight members of the U.S. House of Representatives requested access to 51 potentially UAP-related records allegedly held by the Department of War and the Intelligence Community. The All-domain Anomaly Resolution Office (AARO) identified a collection of responsive materials held on a classified network. Many of these materials lack a substantiated chain-of-custody.

AARO assesses that this video, whose uploader-defined title is, “20 October 2020 [CALLSIGN] [CALLSIGN] Observes UAP,” is likely derived from an infrared sensor aboard a U.S. military platform operating within the United States Central Command area of responsibility in 2020. A user uploaded this video to a classified network in October 2020.

Video Duration: 00:04:54
Video Description:
01:17-01:21: An area of contrast enters the sensor field-of-view from the top right of the screen. The sensor pans toward the object, then pans away. 
02:45-02:46: An area of contrast transits the sensor field-of-view across the bottom right quarter to the bottom middle edge of the screen.
03:12-03:13: An area of contrast transits the sensor field-of-view from the top right quarter to the bottom left quarter, after which the sensor changes modes and attempts to track the area of contrast.
03:20-03:21: An area of contrast transits the sensor field-of-view from the top right quarter to the bottom left quarter, after which the sensor changes modes and attempts to track the area of contrast.
03:35-03:36: An area of contrast transits the sensor field-of-view across the bottom right quarter, after which the sensor attempts to track the area of contrast.
03:40-03:41: An area of contrast transits the sensor field-of-view across the bottom right quarter to the bottom middle edge of the screen, after which the sensor attempts to track the area of contrast.
04:02-04:03: An area of contrast transits the sensor field-of-view across the bottom right quarter to the bottom middle edge of the screen, after which the sensor attempts to track the area of contrast.
04:22-04:23: An area of contrast transits the sensor field-of-view across the bottom left quarter.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1007803,,Department of War,2020,CENTCOM,,,,,,,,,,,,,,,
TRUE,5/22/26,"DOW-UAP-PR081, ""18 Oct 2020 [CALLSIGN] observes UAP""",VID,,,"On March 6, 2026, eight members of the U.S. House of Representatives requested access to 51 potentially UAP-related records allegedly held by the Department of War and the Intelligence Community. The All-domain Anomaly Resolution Office (AARO) identified a collection of responsive materials held on a classified network. Many of these materials lack a substantiated chain-of-custody.

AARO assesses that this video, whose uploader-defined title is, “18 Oct 2020 [CALLSIGN] observes UAP,” is likely derived from an infrared sensor aboard a U.S. military platform operating within the United States Africa Command area of responsibility in 2020. A user uploaded this video to a classified network in October 2020.

Video Duration: 00:04:59
Video Description:
00:00-00:57: No content.
00:58-01:03: An area of contrast transits the sensor field-of-view, entering from near the top left corner of the screen and exiting near the bottom right corner of the screen.
01:04-04:59: No content.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1007805,,Department of War,2020,AFRICOM,,,,,,,,,,,,,,,
TRUE,5/22/26,"DOW-UAP-PR082, ""16 OCT 2020 [CALLSIGN] views UAP""",VID,,,"On March 6, 2026, eight members of the U.S. House of Representatives requested access to 51 potentially UAP-related records allegedly held by the Department of War and the Intelligence Community. The All-domain Anomaly Resolution Office (AARO) identified a collection of responsive materials held on a classified network. Many of these materials lack a substantiated chain-of-custody.

AARO assesses that this video, whose uploader-defined title is, “16 OCT 2020 [CALLSIGN] views UAP,” is likely derived from an infrared sensor aboard a U.S. military platform operating within the United States Africa Command area of responsibility in 2020. A user uploaded this video to a classified network in October 2020.

Video Duration: 00:04:46
Video Description:
00:28-00:29: An area of contrast transits the frame from the middle left side of the frame to the upper right side of the frame.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1007807,,Department of War,2020,AFRICOM,,,,,,,,,,,,,,,
TRUE,5/22/26,"DOW-UAP-PR083, ""7 October 2020 [CALLSIGN] observes UAP""",VID,,,"On March 6, 2026, eight members of the U.S. House of Representatives requested access to 51 potentially UAP-related records allegedly held by the Department of War and the Intelligence Community. The All-domain Anomaly Resolution Office (AARO) identified a collection of responsive materials held on a classified network. Many of these materials lack a substantiated chain-of-custody.

AARO assesses that this video, whose uploader-defined title is, “7 October 2020 [CALLSIGN] observes UAP,” is likely derived from an infrared sensor aboard a U.S. military platform operating within the United States Central Command area of responsibility in October 2020. A user uploaded this video to a classified network in October 2020.
Video Duration: 00:04:34
Video Description:
00:09-00:25: An area of contrast enters the right side of the sensor field-of-view. The sensor pans to track the area of contrast, keeping it generally within the center of the frame.
00:26-03:20: The sensor cycles its zoom level multiple times, panning to track the area of contrast.
03:21-04:08: The sensor cycles modalities and zoom levels multiple times to focus on a faint area of contrast.
04:09: The area of contrast loses distinctiveness against the background.
04:10-04:26: No content.
04:27-04:34: An area of contrast appears on the right side of the sensor field-of-view, and the sensor pans to bring the area of contrast to the center of the display.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1007808,,Department of War,2020,CENTCOM,,,,,,,,,,,,,,,
