Redaction,Release Date,Title,Type,Video Pairing,PDF Pairing,Description Blurb,DVIDS Video ID,Video Title,Agency,Incident Date,Incident Location,PDF | Image Link,Modal Image,,,,,,,,,,,,,
TRUE,5/8/26,"DOW-UAP-PR32, Unresolved UAP Report, Syria, October 2024",VID,,DoW-UAP-D32,"The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of six seconds of video footage from a full-motion video (FMV) camera aboard a U.S. military platform in 2024. An accompanying mission report, DoW-UAP-D32, described the UAP as consisting of a “misshapen and uneven ball of white light,” and reported that a “light/glare halo effect” occurred at the top of the FMV feed.

Video Description:
00:02-00:04: An area of irregular color and brightness, mainly consisting of white and red highlights, appears near the center of the top edge of the sensor display. The area extends to a width of approximately one-third of the horizontal frame, with a vertical area comprising approximately one-sixth of the viewing area. Overall, its shape is best described as a horizontally-oriented half-oval bisected along its major axis.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1006078,"Unresolved UAP Report, Syria, October 2024",Department of War,N/A,Syria,"https://www.war.gov/medialink/ufo/release_1/dow-uap-d32-mission-report,-syria-october-2024.pdf",,,,,,,,,,,,,,
TRUE,5/8/26,"DOW-UAP-PR33, Unresolved UAP Report, Syria, October 2024",VID,,DoW-UAP-D32,"The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of five seconds of video footage from a full-motion video (FMV) camera aboard a U.S. military platform in 2024. An accompanying mission report, DoW-UAP-D32, described the UAP as consisting of a “misshapen and uneven ball of white light,” and reported that a “light/glare halo effect” occurred at the top of the FMV feed.

Video Description:
00:01-00:03: Two semi-transparent, irregularly shaped orange areas overlay the background imagery, persisting for less than two seconds each.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1006079,"Unresolved UAP Report, Syria, October 2024",Department of War,N/A,Syria,"https://www.war.gov/medialink/ufo/release_1/dow-uap-d32-mission-report,-syria-october-2024.pdf",,,,,,,,,,,,,,
TRUE,5/8/26,"DOW-UAP-PR34, Unresolved UAP Report, Greece, October 2023",VID,,DoW-UAP-D33,"The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of two minutes and 57 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2023. An accompanying mission report, DoW-UAP-D33, described the UAP as flying near the surface of the ocean and making multiple “90-degree turns” at approximately 80 miles per hour.

Video Description:
00:04: An area of contrast enters the sensor field-of-view from the bottom left quarter of the screen.
00:07-00:19: The area of contrast moves back and forth horizontally across the field-of-view as the sensor pans to track it.
00:20-01:00: The area of contrast remains generally centered within the sensor field-of-view.
01:00-02:01: The sensor designates the area of contrast with a blue reticle, synchronizing its motion with the area of contrast’s relative position.
02:02-02:21: The sensor engages a contrast filter to better differentiate the area of contrast from the background.
02:22: The area of contrast becomes indistinguishable against the background, and the reticle drops its lock.
02:27-02:57: After losing lock, the sensor rapidly cycles zoom levels and contrast thresholds.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1006080,"Unresolved UAP Report, Greece, October 2023",Department of War,N/A,Greece,https://www.war.gov/medialink/ufo/release_1/dow-uap-d33-mission-report-greece-october-2023.pdf,,,,,,,,,,,,,,
TRUE,5/8/26,"DOW-UAP-PR35, Unresolved UAP Report, Greece, October 2023",VID,,DoW-UAP-D35,"The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of 24 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2023. An accompanying mission report, DoW-UAP-D35, described the UAP as small and circular, flying near the surface of the ocean toward land.

Video Description:
00:02: The sensor narrows its field-of-view to zoom in on an area of contrast near the center of the screen.
00:03-00:19: The sensor tracks the area of contrast as it moves against the ocean background.
00:20: As the background scene transitions from being predominantly water to land, the area of contrast becomes indistinguishable.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1006082,"Unresolved UAP Report, Greece, October 2023",Department of War,N/A,Greece,https://www.war.gov/medialink/ufo/release_1/dow-uap-d35-mission-report-greece-october-2023.pdf,,,,,,,,,,,,,,
TRUE,5/8/26,"DOW-UAP-PR36, Unresolved UAP Report, Middle East, May 2020",VID,,DoW-UAP-D38,"The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of two minutes and 17 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2020. An accompanying Range Fouler report, DoW-UAP-D38, described the UAP as a solid white object making erratic movements above the water.

Video Description:
00:05: An area of contrast briefly enters the sensor field-of-view from the left side of the screen.
00:06-00:18: The sensor pans away from the scene’s initial subject matter while cycling contrast settings and zoom levels.
00:19: The area of contrast re-enters the sensor field-of-view from near the center of the top edge of the screen.
00:20-01:15: The area of contrast remains generally within the sensor field-of-view.
01:16: The sensor narrows its field-of-view to zoom in on the area of contrast.
01:56: The sensor further narrows its field-of-view to zoom in on the area of contrast.
02:10: A blue reticle briefly appears on screen but does not acquire a lock on the area of contrast.
02:15-02:17: The sensor switches to a different modality and loses track of the area of contrast.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1006083,"Unresolved UAP Report, Middle East, May 2020",Department of War,N/A,Middle East,https://www.war.gov/medialink/ufo/release_1/dow-uap-d38-range-fouler-debrief-middle-east-may-2020.pdf,,,,,,,,,,,,,,
TRUE,5/8/26,"DOW-UAP-PR37, Unresolved UAP Report, Middle East, 2020",VID,,,"The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of nine seconds of video footage from an infrared sensor aboard a U.S. military platform in 2020. The reporter did not provide any oral or written description of the observation.

Video Description:
00:06-00:08: An area of contrast enters the sensor field-of-view from the bottom left quarter of the screen, follows a generally linear path from the bottom of the screen to the top, and exits from the top left quarter.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1006087,"Unresolved UAP Report, Arabian Gulf 2020",Department of War,N/A,Arabian Gulf,,,,,,,,,,,,,,,
TRUE,5/8/26,"DOW-UAP-PR38, Unresolved UAP Report, Middle East, 2013 ",VID,,,"The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of one minute and 46 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2013. The reporter did not provide any oral or written description of the observation.

Video Description: This video depicts an area of contrast resembling an eight-pointed star with arms of alternating length.
00:10: The sensor field-of-view narrows to zoom in on the area of contrast.
00:11-00:29: The area of contrast moves within the sensor field-of-view, followed by a visible trail.
00:30: The area of contrast leaves the sensor field-of-view at the bottom right of the screen.
00:35-01:44: Following an apparent cut, the area of contrast generally remains within the sensor field-of-view before exiting the frame from the top left quarter of the screen.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1006088,"Resolved as an Aircraft, Middle East 2013",Department of War,N/A,Middle East,,,,,,,,,,,,,,,
TRUE,5/8/26,"DOW-UAP-PR39, Unresolved UAP Report, Middle East, 2020",VID,,,"The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of five seconds of video footage from an infrared sensor aboard a U.S. military platform in 2020. The reporter did not provide any oral or written description of the observation.

Video Description:
00:03-00:05: A faint area of contrast enters the sensor field-of-view from the bottom half of the right edge of the screen, proceeds from right to left across the corner of the frame, and exits the scene from near the center of the bottom edge of the screen.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1006089,"Unresolved UAP Report, Arabian Gulf, 2020",Department of War,N/A,Arabian Gulf,,,,,,,,,,,,,,,
TRUE,5/8/26,"DOW-UAP-PR40, Unresolved UAP Report, Middle East, 2020",VID,,,"The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of one minute and three seconds of video footage from an infrared sensor aboard a U.S. military platform in 2020. The original reporter digitally altered the imagery by pausing the video playback and adding a white line encircling an area of interest at timestamp 00:10, annotated with the phrase “U/I SMALL THERMAL SIGNATURE.” AARO did not edit the originally reported material, and this media is presented as received.

Video Description:
00:00-00:09: An area of contrast brightens within the sensor field-of-view, becoming increasingly distinct against the background.
00:10-00:14: Playback pauses to display a white line encircling an area of interest, annotated with the phrase “U/I SMALL THERMAL SIGNATURE.”
00:15-01:03: Playback resumes, with the sensor panning to track the area of contrast against the background, generally maintaining the area of contrast’s position within the top third of the display area. During this period, the sensor cycles through several contrast and zoom settings.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1006093,"Unresolved UAP Report, Arabian Gulf, 2020",Department of War,N/A,Arabian Gulf,,,,,,,,,,,,,,,
TRUE,5/8/26,"DOW-UAP-PR41, Unresolved UAP Report, Middle East, 2020",VID,,,"The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of one minute and 34 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2020. The reporter did not provide any oral or written description of the observation.

Video Description:
00:01: An area of contrast enters the sensor field-of-view from the bottom third of the left side of the screen.
00:02-01:34: The sensor pans from left to right, tracking the area of contrast and keeping it generally centered within the field-of-view.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1006094,"Unresolved UAP Report, Arabian Gulf, 2020",Department of War,N/A,Arabian Gulf,,,,,,,,,,,,,,,
TRUE,5/8/26,"DOW-UAP-PR42, Unresolved UAP Report, Middle East, 2020",VID,,,"The United States Central Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of four minutes and 53 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2020. The reporter did not provide any oral or written description of the observation.

Video Description:
00:00-00:12: An area of contrast enters the sensor field-of-view from the bottom left corner of the frame. The sensor pans to track the area of contrast, keeping it generally within the lower left quadrant of the frame.
00:13-00:40: The area of contrast intermittently loses distinctiveness against the background, seeming to disappear and reappear irregularly.
00:41: The sensor narrows its field-of-view to zoom in on the area of contrast.
00:42-00:52: An area of contrast exits the sensor field-of-view from the left half of the top of the frame, after which the sensor pans up and to the left.
00:53-02:09: The sensor pans erratically, with an area of contrast appearing in a relatively fixed position to the left and slightly below the center of the frame.
02:09-02:29: The sensor switches imaging modalities, and the area of contrast appears to the right and slightly above the center of the frame.
02:30-04:53: The sensor switches imaging modalities again, and the area of contrast returns to its previous position to the left and slightly below the center of the frame.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1006097,"Unresolved UAP Report, Arabian Gulf, 2020",Department of War,N/A,Arabian Gulf,,,,,,,,,,,,,,,
TRUE,5/8/26,"DOW-UAP-PR43, Unresolved UAP Report, Africa, 2025",VID,,,"The United States Africa Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of two seconds of video footage from an infrared sensor aboard a U.S. military platform in 2025. The reporter did not provide any oral or written description of the observation.

Video Description:
00:00-00:02: A small, barely distinguishable area of contrast moves from the left side of the sensor field-of-view to the right side, exiting the scene from the bottom right quarter of the screen.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance. The video is looped for viewing purposes.",1006159,"Unresolved UAP Report, Djibouti, 2025",Department of War,N/A,Djibouti,,,,,,,,,,,,,,,
TRUE,5/8/26,"DOW-UAP-PR44, Unresolved UAP Report, Middle East, 2020",VID,,,"The United States Central Command submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of five minutes and 11 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2020. The reporter did not provide any oral or written description of the observation.

Video Description: This video features incidentally recorded audio, which does not relate to the visual content described below.
00:00-00:30: No content.
00:31-03:24: The sensor pans down and to the right to focus on an area of contrast. The sensor tracks the area of contrast against the background for approximately three minutes, panning to maintain its position generally within the center of the frame. The sensor cycles contrast and zoom levels several times throughout, appearing as brief, bright white flashes across the frame.
03:25-04:23: The sensor cycles through reticles of various sizes while continuing to track the area of contrast. Between 04:20 and 04:23, the area of contrast briefly leaves the center of the sensor field-of-view.
04:24-04:50: The sensor field-of-view widens to zoom out from the scene, continuing to track the area of contrast.
04:50-04:54: The sensor stops tracking the area of contrast, at which point it exits the frame from the top left quadrant of the screen.
04:55-05:11: No content.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1006104,"Unresolved UAP Report, Arabian Gulf, 2020",Department of War,N/A,Arabian Gulf,,,,,,,,,,,,,,,
TRUE,5/8/26,"DOW-UAP-PR45, Unresolved UAP Report, Middle East, 2020",VID,,,"The Department of the Air Force submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of 58 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2020. The reporter did not provide any oral or written description of the observation.

Video Description:
00:00-00:03: The sensor tracks an area of contrast acquiring a reticle lock.
00:04-00:30: The area of contrast gradually increases in distinctiveness against the background.
00:31: The sensor narrows its field-of-view to zoom in on the area of contrast.
00:32-00:56: The area of contrast increases in apparent size and distinctiveness.
00:57-00:58: The area of contrast leaves the center of the frame and passes out of the sensor field-of-view, exiting the scene in the bottom right corner of the screen.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.

AARO Comment: The area of contrast’s apparent increase in size is likely to be at least partially attributable to the U.S. platform closing the distance between itself and the source of the detection.",1006105,"Unresolved UAP Report, Southern United States, 2020",Department of War,N/A,Southern United States,,,,,,,,,,,,,,,
TRUE,5/8/26,"DOW-UAP-PR46, Unresolved UAP Report, INDOPACOM, 2024",VID,,,"The United States Indo-Pacific Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of nine seconds of video footage from an infrared sensor aboard a U.S. military platform in 2024. The reporter did not provide any oral or written description of the observation.

Video Description:
00:00-00:09: The sensor focuses on an area of contrast that resembles a football-shaped body with three radial projections: one oriented vertically, and two oriented downward at a 45-degree angle relative to the major axis of the main mass.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1006106,"Unresolved UAP Report East China Sea, 2024",Department of War,N/A,East China Sea,,,,,,,,,,,,,,,
TRUE,5/8/26,"DOW-UAP-PR47, Unresolved UAP Report, INDOPACOM, 2023",VID,,,"The United States Indo-Pacific Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of one minute and 59 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2023. The reporter did not provide any oral or written description of the observation.

Video Description:
00:00-01:59: The sensor tracks three distinct areas of contrast, maintaining their positions generally within the center of the frame. The areas of contrast appear to maintain a fixed position and orientation relative to one another.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1006107,"Unresolved UAP Report Japan, 2023",Department of War,N/A,Japan,,,,,,,,,,,,,,,
TRUE,5/8/26,"DOW-UAP-PR48, Unresolved UAP Report, INDOPACOM, 2024",VID,,,"The United States Indo-Pacific Command submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of one minute and 39 seconds of video footage from an infrared sensor aboard a U.S. military platform in 2024. The reporter did not provide any oral or written description of the observation.

Video Description:
00:00-01:39: The sensor tracks an area of contrast, maintaining its position generally within the center of the frame.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1006110,"Unresolved UAP Report, Indo-PACOM 2024",Department of War,N/A,Indo-PACOM,,,,,,,,,,,,,,,
TRUE,5/8/26,"DOW-UAP-PR49, Unresolved UAP Report, Department of the Army, 2026",VID,,,"The Department of the Army submitted a report of an unidentified anomalous phenomenon to the All-domain Anomaly Resolution Office (AARO) consisting of one minute and 49 seconds of video from an infrared sensor aboard a U.S. military platform in 2026. The reporter did not provide any oral or written description of the observation.

Video Description:
00:00-00:08: The sensor tracks an initial area of interest.
00:09-00:16: The sensor disengages from its previous area of focus and pans from right to left to track two areas of contrast, narrowing the field-of-view to zoom in while panning to maintain the objects' positions generally within the center of the frame.
00:17-01:03: The sensor widens its field-of-view to zoom out, keeping the areas of contrast generally centered within the display.
01:04-01:08: The sensor field-of-view rapidly cycles between levels of zoom, causing the areas of contrast to appear to rapidly increase and decrease in size.
01:09-01:48: The sensor tracks the areas of contrast while maintaining a generally centered position, intermittently cycling between contrast settings.

This video description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1006111,"Unresolved UAP Report, Department of the Army 2026",Department of War,N/A,North America,,,,,,,,,,,,,,,
TRUE,5/8/26,FBI Photo A1,IMG,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. government system. The date and location of the event have not been provided.  The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP.

Narrative Description: The monochrome image displays a uniform, grainy texture with a central crosshair reticle. A small, dark, and slightly irregular object is visible just below and to the right of the center of the reticle. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",1006111,,FBI,Late 2025,N/A,https://www.war.gov/medialink/ufo/release_1/fbi-photo-a1.png,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-a1.jpg,,,,,,,,,,,,,
TRUE,5/8/26,FBI Photo A2,IMG,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. government system. The date and location of the event have not been provided.  The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP.

Narrative Description: The monochrome image displays a mottled background with a central crosshair reticle. A dark, circular object is located at the center of the reticle. The background has a textured, uneven appearance suggesting a varied landscape or surface. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,N/A,https://www.war.gov/medialink/ufo/release_1/fbi-photo-a2.png,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-a2.jpg,,,,,,,,,,,,,
TRUE,5/8/26,FBI Photo A3,IMG,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. government system. The date and location of the event have not been provided.  The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP.

Narrative Description: The monochrome image displays a mottled background with a central crosshair reticle. A dark, circular object is positioned exactly at the center of the reticle. The background shows a textured pattern, possibly depicting ground terrain. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,N/A,https://www.war.gov/medialink/ufo/release_1/fbi-photo-a3.png,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-a3.jpg,,,,,,,,,,,,,
TRUE,5/8/26,FBI Photo A4,IMG,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. government system. The date and location of the event have not been provided.  The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP.

Narrative Description: The monochrome image displays a mottled background with a central crosshair reticle. A dark, circular object is visible just below and to the right of the center of the reticle. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,N/A,https://www.war.gov/medialink/ufo/release_1/fbi-photo-a4.png,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-a4.jpg,,,,,,,,,,,,,
TRUE,5/8/26,FBI Photo A5,IMG,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. government system. The date and location of the event have not been provided.  The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP.

Narrative Description: The monochrome image displays a background with a dense, speckled pattern and a central crosshair reticle. A dark, circular object is located at the bottom quadrant and right of center of the reticle. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,N/A,https://www.war.gov/medialink/ufo/release_1/fbi-photo-a5.png,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-a5.jpg,,,,,,,,,,,,,
TRUE,5/8/26,FBI Photo A6,IMG,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. government system. The date and location of the event have not been provided.  The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP.

Narrative Description: The monochrome image displays a lightly textured background with a central crosshair reticle. A dark, circular object is positioned at the center of the reticle. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,N/A,https://www.war.gov/medialink/ufo/release_1/fbi-photo-a6.png,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-a6.jpg,,,,,,,,,,,,,
TRUE,5/8/26,FBI Photo A7,IMG,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. government system. The date and location of the event have not been provided.  The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP.

Narrative Description: The monochrome image displays a smooth, grainy background with a central crosshair reticle. A light-colored, circular object with a bright specular highlight is visible just below the center of the reticle. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,N/A,https://www.war.gov/medialink/ufo/release_1/fbi-photo-a7.png,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-a7.jpg,,,,,,,,,,,,,
TRUE,5/8/26,FBI Photo A8,IMG,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. government system. The date and location of the event have not been provided.  The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP.

Narrative Description: The monochrome image displays a background with faint, swirling patterns and a central crosshair reticle. A small, dark, irregular object is visible just below and to the right of the center of the reticle. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,N/A,https://www.war.gov/medialink/ufo/release_1/fbi-photo-a8.png,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-a8.jpg,,,,,,,,,,,,,
TRUE,5/8/26,FBI Photo B1,PDF,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set. 

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. A small, dark, circular object is visible in the upper right quadrant, near the center of the frame. The background appears to show an indistinct mountain range or cloud formation.This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,Western United States,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b1.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b1.jpg,,,,,,,,,,,,,
TRUE,5/8/26,FBI Photo B10,PDF,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. A small, dark, circular object is visible just to the top right quadrant of the center of the reticle. The background shows an indistinct mountain range.This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,Western United States,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b10.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b10.jpg,,,,,,,,,,,,,
TRUE,5/8/26,FBI Photo B11,PDF,,,"The Federal Bureau of Investigation (FBI) submitted a report of an unidentified anomalous phenomenon (UAP) to the All-domain Anomaly Resolution Office (AARO) consisting of a still image derived from a U.S. military system in 2025. The original imagery was altered with redactions before being submitted to AARO. An accompanying mission report was not provided. The operator reported that they were unable to positively identify the UAP. The date in the image is incorrect due to system date/time not being set.

Narrative Description: The monochrome image displays a grainy texture with a central crosshair reticle. A small, dark, circular object is visible in the upper right quadrant of the frame. The background appears to show an indistinct mountain range. This narrative description is provided for informational purposes only. Readers should not interpret any part of this description as reflecting an analytical judgment, investigative conclusion, or factual determination regarding the described event’s validity, nature, or significance.",,,FBI,Late 2025,Western United States,https://www.war.gov/medialink/ufo/release_1/fbi-photo-b11.pdf,https://www.war.gov/medialink/ufo/release_1/thumbnail/fbi-photo-b11.jpg,,,,,,,,,,,,,
